,Time,Date,Route,Block ID,Element Key,Location,Side of Street,Paid,Load Zone,RPZ,ADA,Rideshare Vehicle,Notes,Picture
709,1000,30-09-2021,PPSoutheast,20,82222,E MADISON ST BETWEEN 13TH AVE AND 14TH AVE,SE,2,0,0,1,0,,
729,1100,30-09-2021,PPSoutheast,20,82222,E MADISON ST BETWEEN 13TH AVE AND 14TH AVE,SE,2,0,0,0,0,,
749,1200,30-09-2021,PPSoutheast,20,82222,E MADISON ST BETWEEN 13TH AVE AND 14TH AVE,SE,3,0,0,0,0,,
769,1300,30-09-2021,PPSoutheast,20,82222,E MADISON ST BETWEEN 13TH AVE AND 14TH AVE,SE,4,0,0,0,0,,
789,1400,30-09-2021,PPSoutheast,20,82222,E MADISON ST BETWEEN 13TH AVE AND 14TH AVE,SE,3,0,0,0,0,,
809,1500,30-09-2021,PPSoutheast,20,82222,E MADISON ST BETWEEN 13TH AVE AND 14TH AVE,SE,1,0,0,0,0,,
829,1600,30-09-2021,PPSoutheast,20,82222,E MADISON ST BETWEEN 13TH AVE AND 14TH AVE,SE,0,0,0,0,0,,
849,1700,30-09-2021,PPSoutheast,20,82222,E MADISON ST BETWEEN 13TH AVE AND 14TH AVE,SE,0,0,0,0,0,,
869,1800,30-09-2021,PPSoutheast,20,82222,E MADISON ST BETWEEN 13TH AVE AND 14TH AVE,SE,10,0,0,0,0,,
914,1900,30-09-2021,PPSoutheast,20,82222,E MADISON ST BETWEEN 13TH AVE AND 14TH AVE,SE,11,0,0,0,0,,
934,2000,30-09-2021,PPSoutheast,20,82222,E MADISON ST BETWEEN 13TH AVE AND 14TH AVE,SE,10,0,0,0,0,,
954,2100,30-09-2021,PPSoutheast,20,82222,E MADISON ST BETWEEN 13TH AVE AND 14TH AVE,SE,10,0,0,0,0,,
137,900,30-09-2021,PPWest,,82489,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,N,0,0,0,0,0,permanent separated bike lane ,https://idax.blob.core.windows.net/images/64bda6bd-b545-4ef0-ba9c-a28c1ec9dc73-mobile.jpg
156,1000,30-09-2021,PPWest,,82489,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,N,0,0,0,0,0, no parking; separated bike lane ,
175,1100,30-09-2021,PPWest,,82489,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,N,0,0,0,0,0,no park; bike lane ,
194,1200,30-09-2021,PPWest,,82489,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,N,0,0,0,0,0,bike lane no park ,
213,1300,30-09-2021,PPWest,,82489,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,N,0,0,0,0,0,bike lane no park ,
232,1400,30-09-2021,PPWest,,82489,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,N,0,0,0,0,0,bike lane no park ,
276,1500,30-09-2021,PPWest,,82489,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,N,0,0,0,0,0,bike lane; no parking,
295,1600,30-09-2021,PPWest,,82489,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,N,0,0,0,0,0,bike lane; no parking,
314,1700,30-09-2021,PPWest,,82489,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,N,0,0,0,0,0,bike lane; no parking,
333,1800,30-09-2021,PPWest,,82489,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,N,0,0,0,0,0,Bike lane; no parking,
352,1900,30-09-2021,PPWest,,82489,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,N,0,,0,0,0,Bike lane; no parking,
371,2000,30-09-2021,PPWest,,82489,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,N,0,0,0,0,0,Bike lane; no parking,
390,2100,30-09-2021,PPWest,,82489,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,N,0,0,0,0,0,Bike lane; no parking,
141,900,30-09-2021,PPWest,,82490,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,S,0,0,0,0,0,permante separeate bike lane ,https://idax.blob.core.windows.net/images/83ab201c-fea3-4cd2-8e83-08cd2c45bf13-mobile.jpg
160,1000,30-09-2021,PPWest,,82490,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,S,0,0,0,0,0,no parking; separated bike lane ,
179,1100,30-09-2021,PPWest,,82490,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,S,0,0,0,0,0,bike lane; no park ,
198,1200,30-09-2021,PPWest,,82490,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,S,0,0,0,0,0,bike lane no pa rk ,
217,1300,30-09-2021,PPWest,,82490,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,S,0,0,0,0,0,bikee llane no park,
236,1400,30-09-2021,PPWest,,82490,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,S,0,0,0,0,0,bike lane no park ,
280,1500,30-09-2021,PPWest,,82490,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,S,0,0,0,0,0,bike lane; no parking,
299,1600,30-09-2021,PPWest,,82490,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,S,0,0,0,0,0,bike lane; no parking,
318,1700,30-09-2021,PPWest,,82490,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,S,0,0,0,0,0,bike lane; no parking,
337,1800,30-09-2021,PPWest,,82490,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,S,0,0,0,0,0,Bike lane; no parking,
356,1900,30-09-2021,PPWest,,82490,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,S,0,0,0,0,0,Bike lane; no parking,
375,2000,30-09-2021,PPWest,,82490,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,S,0,0,0,0,0,Bike lane; no parking,
394,2100,30-09-2021,PPWest,,82490,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,S,0,0,0,0,0,Bike lane; no parking,
984,900,30-09-2021,PPEast,7,82513,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,N,0,1,0,0,0,,
1008,1000,30-09-2021,PPEast,7,82513,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,N,0,1,0,0,0,food truck,
1032,1100,30-09-2021,PPEast,7,82513,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,N,0,1,0,0,0,,
1056,1200,30-09-2021,PPEast,7,82513,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,N,0,2,0,0,0,,
1080,1300,30-09-2021,PPEast,7,82513,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,N,0,0,0,0,0,,
1104,1400,30-09-2021,PPEast,7,82513,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,N,0,1,0,0,0,,
1128,1500,30-09-2021,PPEast,7,82513,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,N,0,1,0,0,0,,
1177,1600,30-09-2021,PPEast,7,82513,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,N,0,1,0,0,0,,
1201,1700,30-09-2021,PPEast,7,82513,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,N,0,0,0,0,0,,
1225,1800,30-09-2021,PPEast,7,82513,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,N,0,1,0,0,0,,
1249,1900,30-09-2021,PPEast,7,82513,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,N,0,1,0,0,0,,
1273,2000,30-09-2021,PPEast,7,82513,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,N,0,0,0,0,0,,
1297,2100,30-09-2021,PPEast,7,82513,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,N,0,1,0,0,0,,
974,900,30-09-2021,PPEast,10,82514,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,S,2,0,0,0,0,,
998,1000,30-09-2021,PPEast,10,82514,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,S,1,1,0,0,0,,
1022,1100,30-09-2021,PPEast,10,82514,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,S,2,2,0,0,0,,
1046,1200,30-09-2021,PPEast,10,82514,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,S,2,2,0,0,0,,
1070,1300,30-09-2021,PPEast,10,82514,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,S,0,2,0,0,0,,
1094,1400,30-09-2021,PPEast,10,82514,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,S,2,0,0,0,0,,
1118,1500,30-09-2021,PPEast,10,82514,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,S,5,0,0,0,0,,
1167,1600,30-09-2021,PPEast,10,82514,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,S,3,0,0,0,0,,
1191,1700,30-09-2021,PPEast,10,82514,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,S,1,0,0,0,0,,
1215,1800,30-09-2021,PPEast,10,82514,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,S,4,1,0,0,0,,
1239,1900,30-09-2021,PPEast,10,82514,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,S,5,1,0,0,0,,
1263,2000,30-09-2021,PPEast,10,82514,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,S,6,1,0,0,0,,
1287,2100,30-09-2021,PPEast,10,82514,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,S,8,1,0,0,0,,
5,900,30-09-2021,PPSouth,15,82673,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,N,0,1,0,0,0,,
30,1800,30-09-2021,PPSouth,15,82673,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,N,4,0,0,0,0,,
55,1900,30-09-2021,PPSouth,15,82673,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,N,4,0,0,0,0,,
80,2000,30-09-2021,PPSouth,15,82673,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,N,5,0,0,0,0,,
105,2100,30-09-2021,PPSouth,15,82673,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,N,3,0,0,1,0,,
244,1000,30-09-2021,PPSouth,15,82673,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,N,0,1,0,0,0,,
456,1100,30-09-2021,PPSouth,15,82673,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,N,0,3,0,0,0,,
661,1200,30-09-2021,PPSouth,15,82673,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,N,3,0,0,0,0,there are no load zones outside of these hours in the picture. anything counted as a load zone between 10-12 was an error. it appeared to be used as a loading zone until this run; where cars are actually parked now. ,https://idax.blob.core.windows.net/images/1872fb34-39af-4228-9797-93504e3f158c-mobile.jpg
886,1300,30-09-2021,PPSouth,15,82673,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,N,3,0,0,0,0,,
1139,1400,30-09-2021,PPSouth,15,82673,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,N,4,0,0,0,0,,
1308,1500,30-09-2021,PPSouth,15,82673,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,N,3,0,0,0,0,,
1333,1600,30-09-2021,PPSouth,15,82673,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,N,3,0,0,0,0,,
1358,1700,30-09-2021,PPSouth,15,82673,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,N,5,0,0,0,0,,
4,900,30-09-2021,PPSouth,16,82674,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,S,0,0,0,0,0,,
29,1800,30-09-2021,PPSouth,16,82674,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,S,3,1,0,1,0,,
54,1900,30-09-2021,PPSouth,16,82674,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,S,3,0,0,1,0,,
79,2000,30-09-2021,PPSouth,16,82674,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,S,2,0,0,0,0,,
104,2100,30-09-2021,PPSouth,16,82674,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,S,3,0,0,0,0,,
243,1000,30-09-2021,PPSouth,16,82674,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,S,0,0,0,0,0,,
455,1100,30-09-2021,PPSouth,16,82674,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,S,0,0,0,0,0,,
660,1200,30-09-2021,PPSouth,16,82674,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,S,3,0,0,0,0,,
885,1300,30-09-2021,PPSouth,16,82674,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,S,3,0,0,0,0,,
1138,1400,30-09-2021,PPSouth,16,82674,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,S,3,0,0,0,0,,
1307,1500,30-09-2021,PPSouth,16,82674,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,S,1,0,0,0,0,,
1332,1600,30-09-2021,PPSouth,16,82674,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,S,3,0,0,0,0,,
1357,1700,30-09-2021,PPSouth,16,82674,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,S,3,1,0,0,0,,
699,900,30-09-2021,PPSoutheast,17,135261,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,SE,3,0,0,0,1,,
719,1000,30-09-2021,PPSoutheast,17,135261,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,SE,0,0,0,0,1,,
739,1100,30-09-2021,PPSoutheast,17,135261,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,SE,0,0,0,2,1,,
759,1200,30-09-2021,PPSoutheast,17,135261,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,SE,3,0,0,2,0,,
779,1300,30-09-2021,PPSoutheast,17,135261,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,SE,0,0,0,1,0,,
799,1400,30-09-2021,PPSoutheast,17,135261,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,SE,2,0,0,1,0,,
819,1500,30-09-2021,PPSoutheast,17,135261,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,SE,0,0,0,0,0,,
839,1600,30-09-2021,PPSoutheast,17,135261,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,SE,0,0,0,0,0,,
859,1700,30-09-2021,PPSoutheast,17,135261,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,SE,0,0,0,0,0,,
879,1800,30-09-2021,PPSoutheast,17,135261,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,SE,5,0,0,0,0,,
924,1900,30-09-2021,PPSoutheast,17,135261,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,SE,5,0,0,0,0,,
944,2000,30-09-2021,PPSoutheast,17,135261,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,SE,5,0,0,0,0,,
964,2100,30-09-2021,PPSoutheast,17,135261,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,SE,3,0,0,0,0,,
23,900,30-09-2021,PPSouth,2,337134,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,3,1,0,1,0,,
48,1800,30-09-2021,PPSouth,2,337134,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,10,0,0,1,0,,
73,1900,30-09-2021,PPSouth,2,337134,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,9,1,0,1,0,,
98,2000,30-09-2021,PPSouth,2,337134,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,11,0,0,1,0,,
123,2100,30-09-2021,PPSouth,2,337134,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,13,0,0,1,0,,
262,1000,30-09-2021,PPSouth,2,337134,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,3,1,0,1,0,,
474,1100,30-09-2021,PPSouth,2,337134,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,6,1,0,1,0,,
679,1200,30-09-2021,PPSouth,2,337134,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,4,1,0,1,1,,
904,1300,30-09-2021,PPSouth,2,337134,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,5,2,0,2,0,,
1157,1400,30-09-2021,PPSouth,2,337134,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,5,0,0,1,0,,
1326,1500,30-09-2021,PPSouth,2,337134,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,7,3,0,1,0,,
1351,1600,30-09-2021,PPSouth,2,337134,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,5,2,0,2,0,,
1376,1700,30-09-2021,PPSouth,2,337134,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,6,0,0,4,0,,
