,period,study_area,sub_area,area_subarea,parking_transaction_date_time,paymen_tmean,transaction_amount,paidduration_in_minutes,source_element_key
18521,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 8:00,CREDIT CARD,2,240,1433
18525,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 11:09,PHONE,0.5,60,24041
18526,Afternoon,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/22/2022 14:07,PHONE,0.36,43,10165
18527,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,4.43,532,53138
18531,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 11:10,PHONE,0.5,60,24041
18532,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 17:06,PHONE,1.35,54,57193
18534,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,3.78,454,53137
18541,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 16:08,CASH,2,222,24041
18551,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 19:09,PHONE,0.43,51,30970
18555,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 8:00,PHONE,1.98,237,1433
18558,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 9:10,PHONE,1.43,171,1433
18562,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 11:10,CASH,1,120,24041
18563,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 12:07,PHONE,3,120,57194
18565,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 15:10,PHONE,1.42,120,53138
18567,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 9:11,PHONE,1,120,1433
18568,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 16:09,PHONE,0.5,60,24041
18570,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 8:00,PHONE,2,240,1433
18574,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 15:11,PHONE,0.5,60,1433
18575,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 15:11,PHONE,3.73,120,70750
18586,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 15:11,CASH,1,120,94602
18600,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 14:09,PHONE,2.25,90,57193
18605,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 18:09,PHONE,0.93,111,30970
18607,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 17:09,PHONE,0.13,15,47225
18609,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 12:08,PHONE,2,240,1433
18613,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 10:09,PHONE,13.43,561,53138
18614,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 15:12,PHONE,1,120,24041
18619,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 10:09,PHONE,1,120,94602
18621,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 12:09,PHONE,0.13,15,24041
18624,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 8:00,CASH,1,120,1433
18627,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 9:14,PHONE,0.5,60,94602
18631,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 16:12,PHONE,1.4,120,47225
18634,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 12:09,PHONE,1,120,24042
18635,Evening,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 17:10,PHONE,9.5,140,53138
18636,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 16:12,PHONE,0.9,108,1433
18640,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 15:13,PHONE,1,30,30970
18642,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 17:10,PHONE,0.5,60,24041
18648,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 13:11,PHONE,0.26,31,94602
18653,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 10:12,PHONE,0.08,10,1433
18654,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 8:00,CREDIT CARD,2,240,1433
18661,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 19:13,CASH,0.5,47,70750
18664,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 9:16,PHONE,1.4,120,30970
18666,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 13:12,PHONE,0.29,35,24041
18672,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 10:12,CASH,1.7,120,47225
18676,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 14:12,PHONE,0.5,60,53138
18677,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 9:16,CREDIT CARD,1.25,150,24042
18689,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 13:12,PHONE,0.58,70,24041
18690,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 10:13,PHONE,1,120,94602
18693,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 11:15,CREDIT CARD,0.25,30,94602
18697,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 15:15,PHONE,2,60,30970
18698,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 15:15,PHONE,3,120,57193
18701,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 12:11,PHONE,2,240,1433
18710,Evening,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 17:12,PHONE,0.38,45,94602
18711,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 8:00,PHONE,0.76,91,24041
18713,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 10:14,PHONE,0.5,60,94602
18715,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 13:13,PHONE,0.25,30,1433
18717,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/22/2022 8:00,PHONE,2.42,291,10165
18720,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/22/2022 10:14,PHONE,2,240,10165
18727,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 13:13,CREDIT CARD,3,90,70750
18732,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 12:12,PHONE,1,120,94602
18734,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,CREDIT CARD,3.5,420,53138
18737,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 12:12,PHONE,0.5,60,1433
18741,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 8:00,PHONE,0.78,93,57193
18746,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 12:12,CREDIT CARD,0.5,60,24041
18747,Evening,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 17:13,PHONE,0.39,47,94602
18750,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 15:17,PHONE,1,120,94602
18752,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 16:16,PHONE,0.87,104,1433
18754,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 13:14,CREDIT CARD,1,120,94602
18757,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 17:13,CREDIT CARD,1.4,166,30970
18761,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 8:00,PHONE,0.55,66,30970
18762,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 8:00,CREDIT CARD,1,120,94602
18770,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 8:00,PHONE,0.82,98,94602
18771,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 8:00,PHONE,2,240,1433
18780,Evening,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 19:18,PHONE,14,162,53138
18781,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 15:18,PHONE,0.08,10,53138
18782,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 15:18,PHONE,1,120,1433
18790,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 11:20,PHONE,6,240,57193
18794,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 11:20,PHONE,1.13,45,57193
18796,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 8:00,PHONE,1.86,223,1433
18799,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 17:15,PHONE,1.13,45,57193
18804,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 12:15,PHONE,0.08,5,47225
18810,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 8:00,PHONE,0.06,7,57194
18812,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 15:19,PHONE,1.5,90,47225
18820,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 11:21,CREDIT CARD,1.25,37,70750
18829,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 14:18,PHONE,0.13,15,1433
18830,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 14:17,CASH,1,120,24041
18835,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 16:20,PHONE,1,120,24042
18837,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 12:16,PHONE,2,240,1433
18843,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 9:25,PHONE,3.5,420,53137
18844,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 9:25,PHONE,0.58,70,57193
18850,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 15:21,PHONE,2,240,24042
18851,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 17:17,PHONE,1.36,163,24041
18856,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 13:18,PHONE,0.67,20,30970
18857,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/22/2022 8:00,PHONE,3.43,411,10165
18858,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 15:21,PHONE,1,120,94602
18863,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 18:19,PHONE,0.84,101,24041
18866,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 8:00,CREDIT CARD,2,240,1433
18877,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 12:17,PHONE,3,90,70750
18879,Evening,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 17:18,PHONE,0.35,42,1433
18882,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 14:20,PHONE,1.5,180,24041
18883,Evening,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 17:17,CASH,0.4,42,1433
18886,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 15:22,PHONE,1.92,120,53137
18895,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 9:27,CASH,1,101,57194
18902,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 14:21,PHONE,5.48,219,57193
18903,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 10:23,CREDIT CARD,3.06,119,30970
18909,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 13:21,PHONE,0.25,30,1433
18913,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 16:23,PHONE,0.25,30,24042
18914,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 15:23,PHONE,2.25,90,57194
18915,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 9:28,PHONE,4.47,240,57194
18916,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 10:24,PHONE,1,120,94602
18917,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 13:21,PHONE,1,120,94602
18918,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 15:23,PHONE,0.5,60,53138
18923,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 9:29,PHONE,0.33,40,94602
18930,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 13:21,PHONE,2,240,24041
18932,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 19:25,PHONE,0.29,35,70750
18936,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 16:24,PHONE,1.8,216,24041
18939,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 15:24,CREDIT CARD,0.5,60,53137
18944,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 15:24,CREDIT CARD,2.25,90,57194
18955,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 9:32,PHONE,1.27,120,47225
18958,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 16:25,PHONE,0.79,95,94602
18967,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 13:23,PHONE,0.5,30,47225
18970,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 11:29,CREDIT CARD,1,120,94602
18977,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 9:33,PHONE,2,240,1433
18984,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 12:22,CREDIT CARD,2,240,1433
18991,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 15:26,CASH,0.25,30,1433
18993,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 15:27,PHONE,0.25,30,1433
18995,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 14:25,PHONE,2,240,24042
18998,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 16:26,CREDIT CARD,1.25,49,30970
19001,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 12:23,PHONE,1,60,47225
19003,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 17:22,PHONE,1.32,158,24041
19006,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 8:00,CREDIT CARD,2,240,1433
19007,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 16:27,PHONE,1.12,35,30970
19012,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 15:28,PHONE,0.08,10,53138
19014,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 19:31,PHONE,0.24,29,24041
19017,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 9:35,PHONE,0.5,60,94602
19021,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 14:26,PHONE,2,60,30970
19022,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 17:23,PHONE,1,120,70750
19031,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 14:26,PHONE,0.25,30,94602
19037,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 11:32,PHONE,2,240,1433
19045,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 11:32,CREDIT CARD,2,240,1433
19047,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 10:31,PHONE,0.5,60,1433
19048,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 8:01,PHONE,2,240,1433
19050,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 16:29,PHONE,1,120,24041
19052,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/22/2022 8:01,PHONE,3,360,10165
19055,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 12:25,PHONE,0.5,60,1433
19056,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 18:27,CREDIT CARD,0.75,90,47225
19058,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 14:27,CREDIT CARD,0.25,7,70750
19067,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 15:30,PHONE,1,120,1433
19074,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/22/2022 11:34,PHONE,1,120,10165
19075,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 8:01,CREDIT CARD,1,120,47225
19076,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 15:30,CREDIT CARD,1.5,45,30970
19077,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/22/2022 19:34,PHONE,1.22,146,77317
19086,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 8:02,PHONE,1.5,180,1433
19087,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 14:28,CREDIT CARD,3.79,113,70750
19088,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 18:29,PHONE,0.76,91,24041
19089,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 11:34,CREDIT CARD,6,240,57194
19095,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 17:25,PHONE,0.13,15,30970
19097,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 12:27,PHONE,2,60,70750
19100,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 8:02,PHONE,2,240,1433
19102,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 8:02,PHONE,2,240,24041
19108,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/22/2022 17:26,PHONE,0.25,30,77317
19113,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/22/2022 8:02,PHONE,4,480,12682
19114,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 11:36,PHONE,0.5,60,1433
19120,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 16:32,PHONE,0.73,88,1433
19125,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 18:30,PHONE,0.5,60,47225
19126,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/22/2022 8:02,PHONE,3.25,390,10165
19128,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 14:30,PHONE,3,120,57194
19129,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 12:28,PHONE,2,240,24042
19130,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 11:36,PHONE,0.5,60,94602
19133,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 19:38,PHONE,0.18,22,24042
19138,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 11:36,CREDIT CARD,1,120,94602
19139,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 18:31,PHONE,0.5,60,24041
19142,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 11:36,CREDIT CARD,1,120,94602
19148,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 16:33,PHONE,0.73,87,94602
19151,Afternoon,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/22/2022 15:33,PHONE,0.04,5,77317
19154,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 8:03,PHONE,0.25,30,57194
19157,Afternoon,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/22/2022 12:29,PHONE,0.5,60,77317
19158,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 8:03,PHONE,3.05,240,57193
19159,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 19:39,PHONE,0.18,21,24041
19160,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 8:03,PHONE,2.05,200,57194
19164,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 11:37,PHONE,1,120,94602
19168,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 14:32,PHONE,2,120,47225
19172,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 11:38,PHONE,2,60,70750
19173,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/22/2022 18:32,PHONE,0.5,60,77317
19177,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/22/2022 17:28,PHONE,2.27,272,77317
19178,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 10:37,PHONE,1.31,90,47225
19181,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 8:00,CREDIT CARD,3,240,57194
19184,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 15:34,PHONE,2.5,100,57193
19188,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 8:04,PHONE,2,240,1433
19191,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 12:30,PHONE,1,120,94602
19192,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 10:37,CREDIT CARD,1,120,94602
19197,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/22/2022 19:42,PHONE,1,120,77317
